8434DA1F-5CEB-402E-A93C-038CBE0F3F0E,OA3_SMM
60EC7720-512B-4490-9FD1-A336769AE01F,SmmControlPei
7ECD9C20-68B9-4A6F-B515-D64FF500B109,FsRecovery
C56EDB22-3D78-4705-A222-BDD6BD154DA0,TpmClearOnRollbackSmm
10C22623-DB6F-4721-AA30-4C12AF4230A7,IdeRecovery
C1FBD624-27EA-40D1-AA48-94C3DC5C7E0D,SBPEI
86D70125-BAA3-4296-A62F-602BEBBB9081,DxeIpl
61422D26-81EC-47FF-B6CF-939EAEE73FBA,StatusCodeDxe
BB65942B-521F-4EC3-BAF9-A92540CF60D2,SataController
39C7942C-C272-4912-9FE4-57F695CF5442,AmtBoot
46B94C2D-AF5D-4915-814D-159323AE780A,PowerButtonHandler
46B94C2D-AF5D-4915-814D-159323AE880A,TcoSmiHandler
1890592D-F10B-448F-93D5-91EFBC760630,LoadHob
1BA0062E-C779-4582-8566-336AE8F78F09,Volume Top File
AB7ED12E-1D78-4635-AB87-23F00A911EC7,RomLayoutDxe
316B1230-0500-4592-8C09-EABA0FB6B07F,SmmHddSecurity
EE685731-CFF3-4EE7-9388-7E63FC5A59B0,PlatformEarlyInit
67820532-7613-4DD3-9ED7-3D9BE3A7DA63,Aint13
2688B232-9C02-4C12-BE1F-857C0FF2AAE3,TcgDxeplatform
6540F933-425F-464B-B4AD-B93A6ED0A8F5,OcInit
838DCF34-907B-4D55-9A4B-A0EF7167B5F4,NVRAMPei
33FB3535-F15E-4C17-B303-5EB94595ECB6,SmmLockBox
B7EE4835-84CE-4B15-BF52-2D11574CE470,HardwareSignatureEntry
C9A6DE36-FDFF-4FAF-8343-85D9E3470F43,NvmeInt13
DEF30E37-7AEC-4F69-91A2-CF099E2729F2,PciTableInit
E9312938-E56B-4614-A252-CF7D2F377E26,AmiTcgPlatformPeiBeforeMem
E2A74738-8934-48F5-8412-99E948C8DC1B,SmbiosDmiEdit
B13EDD38-684C-41ED-A305-D7B7E32497DF,Smbios
6A3DEF38-0A45-4107-A74E-ABF2B8EAED86,MemorySubClass
147B4839-5DBE-413F-917F-DFEB687C6312,PchResetPeim
9B8A0C3A-5186-4B55-89F4-CAFDE613DAB1,BootScriptHidePei
0F99E33C-CA0C-4AA2-887D-B57EC9050278,SaveMemoryConfig
ABBCE13D-E25A-4D9F-A1F9-2F7710786892,Platform
16D0A23E-C09C-407D-A14A-AD058FDD0CA1,ACPI
9029F23E-E1EE-40D1-9382-36DD61A63EAA,NCT5532DPeiInit
FC1B7640-3466-4C06-B1CC-1C935394B5C2,PchSerialGpio
40BEAB40-CECE-4909-B133-20A413AE19E9,CpuMpDxe
6C289241-E240-483F-9E3E-872C0396B599,FlashSmiSmm
0C989D41-F4B4-4244-9D7F-E9FFB4163273,FastBootOption
1D88C542-9DF7-424A-AA90-02B61F286938,WdtPei
55E76644-78A5-4A82-A900-7126A5798892,HeciInitDxe
290EA249-6E88-423C-B0DA-75CDDE7920CC,AmtPetAlert
842A454A-75E5-408B-8B1C-36420E4E3F21,NvramSmi
CBC59C4A-383A-41EB-A8EE-4498AEA567E4,FlashDriver
00364A4C-6A0A-4F08-8FFD-0937F3DBB13E,IdeBusBoard
271B424E-A4CC-4E0E-90A2-7EA4841F12F3,ExportHiiDb
221F1D4F-034C-4BEA-B2BB-B7A9672B06D7,CRBSmi
221F1D4F-034C-4BEA-B2BB-B7A9672B06F9,OEMSleepSmi
53BCC14F-C24F-434C-B294-8ED2D4CC1860,DataHubDxe
9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50,PcdPeim
AAD10051-5D94-4B9F-B778-E4555EE3CCCA,IioSmm
413B1952-D564-4AEB-8CDA-8353161500BC,S3SaveSmm
A05ECE52-15A8-424E-BFD3-FCF3D566A09C,AmtPolicyInitPei
0FE9DA53-043D-4265-A94D-FD77FEDE2EB4,TcgPlatformSetupPeiPolicy
B0D6ED53-B844-43F5-BD2F-61095264E77E,PchSmiDispatcher
FFB2D055-6E85-4572-A7DB-77C6F67B9258,MtrrS3SaveRestorePei
39045756-FCA3-49BD-8DAE-C7BAE8389AFF,Tcg2Dxe
14257B56-BDA2-4FAF-8E4F-C885DF75583C,IccPlatform
62EB9C56-A79C-4423-A7F0-891A345208CD,IioDmiInitPeim
F5AC7057-5650-466E-B692-76A47223EFB0,AcpiSmmPlatform
80CF7257-87AB-47F9-A3FE-D50B76D89541,PcdDxe
447A1B58-8F3E-4658-ABAA-9E7B2280B90A,NVRAMSmm
25ACF158-DD61-4E64-9A49-55851E9A26C7,CsmBlockIo
63809859-F029-41C3-9F34-EEEB9EA787A5,IioInit
870E0F5A-1981-45F6-AE26-0391425CC46F,CpuCsrAccessSMM
DF5CD25A-8E55-46BA-8CDA-BC7DB7BF9C64,MdesStatusCodeDxe
9221315B-30BB-46B5-813E-1B1BF4712BD3,NVRAM external defaults
6B844C5B-6B75-42CA-8E8E-1CB94412B59B,TcgPeiplatform
BA31025C-4AA8-4CAE-98CA-BA12C6BC7D78,SmmControl2Dxe
DACF705C-71DF-497D-AABE-10186B2E1DDE,Recovery
97C81E5D-8FA0-486A-AAEA-0EFDF090FE4F,SerialIo
08EFD15D-EC55-4023-B648-7BA40DF7D05D,PeiRamBootPei
4C8BDF60-2085-4577-8A46-96CB180967BC,Tpm20Acpi
348C4D62-BFBD-4882-9ECE-C80BB1C4783B,HiiDatabase
E9DD7F62-25EC-4F9D-A4AB-AAD20BF59A10,StatusCodePei
E2441B64-7EF4-41FE-B3A3-8CAA7F8D3017,PciPlatform
AE265864-CF5D-41A8-913D-71C155E76442,CpuIoPei
378D7B65-8DA9-4773-B6E4-A47826A833E1,PcRtc
378D7B65-8DA9-4773-B6E4-A47826A833E2,PcRtcSmm
CEF68C66-06AB-4FB3-A3ED-5FFA885B5725,SmbiosBoard
34CC6167-7AE7-403E-8AB2-23837F398A30,PlatformInfo
1A7E4468-2F55-4A56-903C-01265EB7622B,TcpDxe
D739F969-FB2D-4BC2-AFE7-081327D3FEDE,ActiveManagement
5FECEF6B-5FA4-4570-8163-0CF72A9C04C5,PS2Main
50F6096D-7C98-4C78-9A1D-C5A1833B6A88,AmiTcgNvflagSample
7EB7126D-C45E-4BD0-9357-7F507C5C9CF9,RomLayoutPei
33C6406D-2F6B-41B5-8705-52BAFB633C09,AlertStandardFormatDxe
858EBE6F-360F-415B-B7DC-463AAEB03412,TcgLegacy
FE612B72-203C-47B1-8560-A66D946EB371,AMITSESetupData
AE587172-CC15-48E1-8BE1-29DDF05C6A1E,OemVtdRmrr
C8339973-A563-4561-B858-D8476F9DEFC4,Metronome
A210F973-229D-4F4D-AA37-9895E6C9EABA,DpcDxe
643DF777-F312-42ED-81CC-1B1F57E18AD6,PchSmbusArpDisabled
59287178-59B2-49CA-BC63-532B12EA2C53,PchSmbusSmm
1C8B7F78-1699-40E6-AF33-9B995D16B043,PiSmmCommunicationPei
5507247A-846B-4F22-B55F-72B4049435EF,AMTLockKBD
9529DD7B-9BA5-4FC3-B1E5-E085C9F98FCB,AmiCpuInfoProtocols
628A497D-2BF6-4264-8741-069DBD3399D6,ConSplitter
D6A2CB7F-6A18-4E2F-B43B-9920A733700A,DxeCore
F099D67F-71AE-4C36-B2A3-DCEB0EB2B7D8,WatchdogTimer
0718AD81-F26A-4850-A6EC-F268E309D707,Tpm20PlatformDxe
F3B38282-B951-4E2A-8DF5-DE01FC527AE4,RtcWakeup
8F4B8F82-9B91-4028-86E6-F4DB7D4C1DFF,Bds
921CD783-3E22-4579-A71F-00D74197FCC8,HeciSmm
06D20D84-A032-4E25-969A-346D255E46D1,CpuCsrAccess
2BDED685-F733-455F-A840-43A22B791FB3,AcpiS3SaveDxe
C7EA9787-CA0A-43B4-B1E5-25EF87391F8D,PchS3Support
64A11188-5B86-4F59-A702-73365896E65E,AcpiVTD
AAECDC89-2A49-46F1-A163-F7979C039998,IdeBusSrc
3237418A-478C-4700-B59F-768E2CCBC726,CmosDxe
773CB08B-511A-4BD5-85AD-41D4F4B64A52,AmtSetup
1A481E8E-342F-40AA-AF31-F4FB7C99D428,AmtInt16
34989D8E-930A-4A95-AB04-2E6CFDFF6631,TcgPei
274F0C8F-9E57-41D8-9966-29CCD48D31C2,SmmAccess
0C375A90-4C4C-4428-8EA0-531BE8959BF7,FlashDriverSmm
B7D19491-E55A-470D-8508-85A5DFA41974,SBDXE
76D5CF91-0C55-434E-97C2-D2825C82E610,OA3
529D3F93-E8E9-4E73-B1E1-BDF6A9D50113,ArpDxe
A570F393-B0F5-44A4-8550-61600597B409,BootScriptHideDxe
57E56594-CE95-46AD-9531-3C49310CA7CE,Ofbd
AA7B4695-00B4-4468-AD92-99370AC031C5,LegacyRegion2
3FFCAE95-23CF-4967-94F5-16352F68E43B,PpmInitialize
67451698-1825-4AC5-999D-F350CC7D5D72,CryptoPPI
99F03B99-98D8-49DD-A8D3-3219D0FFE41E,Mtftp6Dxe
7BB28B99-61BB-11D5-9A5D-0090273FC14D,Logo.bmp
01359D99-9446-456D-ADA4-50A711C03ADA,CpuPei
9173C39B-08DA-429A-BE15-0F7481CF72CE,AMTLockUsbKBD
20C19C9C-2C8E-476F-9E1F-F183840ABE25,NBDXE
5479E09C-2E74-481B-89F8-B0172E388D1F,StartWatchDog
95E3669D-34BE-4775-A651-7EA41B69D89E,Dhcp6Dxe
3B24F79D-91A0-46FF-BE29-458AE211FAC5,KbcEmul
21891A9E-763E-4377-8841-8D5C90D88C51,NetworkStackSetupScreen
54891A9E-763E-4377-8841-8D5C90D88CDE,TerminalSrc
1FA1F39E-FEFF-4AAE-BD7B-38A070A3B609,PartitionDxe
968C1D9F-80C4-43B7-8CAE-668AA56C4E71,SmbiosPeim
4F1F379F-2A62-48BB-AC34-D3F135C6E2B7,PcatSingleSegmentPciCfg2Pei
BAE7599F-3C6B-43B7-BDF0-9CE07AA91AA6,CpuIoDxe
3C1DE39F-D207-408A-AACC-731CFB7F1DD7,PciBus
04EAAAA1-29A1-11D7-8838-00500473D4EB,UsbRtSmm
5E9CABA3-F2B1-497A-ADAC-24F575E9CDE9,TcgDxe
CEF5B9A3-476D-497F-9FDC-E98143E0422C,NVAR store
D71C8BA4-4AF2-4D0D-B1BA-F2409F0C20D3,UncoreInitPeim
755877A6-4F10-4A5C-9B2E-852123B9682C,FlashSmiDxe
750890A6-7ACF-4F4F-81BD-B400C2BEA95A,AcpiModeEnable
E052D8A6-224A-4C32-8D37-2E0AE162364D,PchSmbusDxe
F7FDE4A6-294C-493C-B50F-9734553BB757,CapsuleX64
56F80AA7-87FB-4F43-BEE1-0BA18FAD4A06,PlatformResetSmm
E21F35A8-42FF-4050-82D6-93F7CDFA7073,PiSmmCommunicationSmm
BE216BA8-38C4-4535-A6CA-5DCA5B43ADDF,SmiVariable
952821AA-EACD-465B-B478-5429DFC9A747,OA2
6D6963AB-906D-4A65-A7CA-BD40E5D6AF2B,Udp4Dxe
62DC08AC-A651-4EE9-AF81-EAA9261E9780,S3NvramSave
24A44CAF-0BF2-4514-90C4-C794B3E778F5,MeDxePolicyInit
59AF16B0-661D-4865-A381-38DE68385D8D,OpalSecurity
89E549B0-7CFE-449D-9BA3-10D8B2312D71,S3Resume2Pei
5820EEB4-C135-4854-9D2A-AA9EFC4475E9,MeFwDowngrade
6B38F7B4-AD98-40E9-9093-ACA2B5A253C4,DiskIoDxe
634E8DB5-C432-43BE-A653-9CA2922CC458,Nvme
CD3BAFB6-50FB-4FE8-8E4E-AB74D2C1A600,EnglishDxe
2E3AB8B6-AC9D-4D70-A675-54F52FB22D66,AtaPassThru
A11585B7-8FA2-4F1C-AA6F-DD6309469613,MEFwUpdLcl
C57AD6B7-0515-40A8-9D21-551652854E37,Shell_Full
DC3641B8-2FA8-4ED3-BC1F-F9962A03454B,Mtftp4Dxe
4A3602BC-1A05-4C82-99B4-588CD2A32CD5,LegacySredir
D912C7BC-F098-4367-92BA-E911083C7B0E,Udp6Dxe
7F8D35BD-0CE3-4654-B5D3-73FC4B38AABF,PlatformEarlyDxe
BC3245BD-B982-4F55-9F79-056AD7E987C5,AhciSmm
BC327DBD-B982-4F55-9F79-056AD7E987C5,SmiFlash
961C19BE-D1AC-4BA7-87AF-4AE0F09DF2A6,TrEEPei
B601F8C4-43B7-4784-95B1-F4226CB40CEE,RuntimeDxe
2AD511C7-1B60-4002-841D-2998DDC138EE,CryptoSMM
025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A,MnpDxe
16271FCA-55D9-4A33-93FC-5A3EB128DEB6,CRBDxe
DB08F6CA-3048-4CD8-9B1F-20BED33ECFE7,StatusCodeSmm
2EE81ACB-64B2-41AE-8635-7030D16C4AA8,PchBiosWriteProtect
62D171CB-78CD-4480-8678-C6A2A797A8DE,CpuArchDxe
70B8BACB-0B26-4048-A6F8-03A6AF2C5029,BootScriptHideSmm
EFD652CC-0E99-40F0-96C0-E08C089070FC,S3Resume
5BEDB5CC-D830-4EB2-8742-2D4CC9B54F2C,Ip6Dxe
E94F54CD-81EB-47ED-AEC3-856F5DC157A9,PiSmmCore
9B680FCE-AD6B-4F3A-B60B-F59899003443,DevicePathDxe
A9B700CF-019E-4D8B-A3A7-88E1EA01699E,HddSecurity
116E1ACF-2533-4CC2-820A-BBC10A2AB07C,CpuSpSMI
E72527CF-505B-4B50-99CD-A32467FA4AA4,AsfTable
534F73CF-0937-418A-90C7-4F1079DCAED1,PeiRamBootDxe
13AC6DD0-73D0-11D4-B06B-00AA00BD6DE7,EbcDxe
BB48BAD1-569A-4615-AAD2-20C0F1722E70,MtrrS3SaveRestoreDxe
8EEF9AD2-463E-425F-A4FE-2F6783D6F97E,GenericSio
291E46D4-CA63-4D33-9857-1397C9AD7C0D,LegacySmmSredir
BFBEDBD4-1B7E-42F5-A528-4351E860F120,S3SupportSmm
9B3F28D5-10A6-46C8-BA72-BD40B847A71A,AmiTcgPlatformPeiAfterMem
E60A79D5-DC9B-47F1-87D3-51BF697B6121,CpuPeiDummy
899407D7-99FE-43D8-9A21-79EC328CAC21,Setup
1988A1D8-04FC-4D68-B58D-636F36F30D82,SoftStrapsPeim
196CA3D8-9A5A-4735-B328-8FFC1D93D188,TcgPlatformSetupPolicy
A47EE2D8-F60E-42FD-8E58-7BD65EE4C29B,CpuIo2Smm
C779F6D8-7113-4AA1-9648-EB1633C7D53B,CapsulePei
4C006CD9-19BA-4617-8483-609194A1ACFC,UsbInt13
E5E2C9D9-5BF5-497E-8860-94F81A09ADE0,NvmeSmm
B95E9FDA-26DE-48D2-8807-1F9107AC5E3A,UefiPxeBcDxe
2FA2A6DA-11D5-4DC3-999A-749648B03C56,PiSmmIpl
90CB75DB-71FC-489D-AACF-943477EC7212,SmartTimer
171F43DC-C4D9-47A6-9641-65DDCDD5AA30,UsbRtDxe
43E7ABDD-E352-4CFB-A230-4CDC1D350E5C,GraphicsConsole
26841BDE-920A-4E7A-9FBE-637F477143A6,Ip4ConfigDxe
B1DA0ADF-4F77-4070-A88E-BFFE1C60529A,AMITSE
2374EDDF-F203-4FC0-A20E-61BAD73089D6,IoTrap
12C67BE1-AD2E-4F13-A95F-6EDC2C4392DE,MePolicyInitPei
FD93F9E1-3C73-46E0-B7B8-2BBA3F718F6C,TcgSmm
8F3F1DE2-2FE4-4D5C-A8EC-49E8CCA17EBC,RsdpPlus
A29A63E3-E4E7-495F-8A6A-07738300CBB3,AmiTcgPlatformDxe
5AAB83E5-F027-4CA7-BFD0-16358CC9E453,WdtDxe
5BBA83E5-F027-4CA7-BFD0-16358CC9E123,IccOverClocking
F3331DE6-4A55-44E4-B767-7453F7A1A021,MicrocodeUpdate
FC510EE7-FFDC-11D4-BD41-0080C73C8881,DXE apriori file
A19B1FE7-C1BC-49F8-875F-54A5D542443F,CpuIo2Dxe
FD236AE7-0791-48C4-B29E-29BDEEE1A838,PchInitPeim
C10194E7-DEB2-4AF4-9EEE-BFFDE4D7D4C7,TimestampDxe
253E85E9-993B-439B-B74C-6120F77B4723,PlatformReset
F80697E9-7FD6-4665-8646-88E33EF71DFC,SecurityStubDxe
A2F436EA-A127-4EF8-957C-8048606FF670,SnpDxe
DE23ACEE-CF55-4FB6-AA77-984AB53DE823,PchInitDxe
271DD6F2-54CB-45E6-8585-8C923C1AC706,ser8989_S3TurboHack
502B04F3-71AB-47B4-BEAE-4736EA190AA4,PciDxeInit
BB8C2CF3-A5E3-49EF-941B-4A01FAC6FD5F,SmiFlashDxe
54B070F3-9EB8-47CC-ADAF-39029C853CBB,NvramSmiDxe
9FB1A1F3-3B71-4324-B39A-745CBB015FFF,Ip4Dxe
4862AFF3-667C-5458-B274-A1C62DF8BA80,HeciInit
B6A2AFF3-767C-5658-C37A-D1C82EF76543,MeUma
05D672F4-8338-465C-B15F-5221B5B31DCA,MtrrS3SaveRestoreSmm
A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,PiSmmCpuDxeSmm
4551F2F5-C684-4F27-936F-C7B04A5C5FF1,SecureBootDXE
AF59F2F5-5E28-4E03-80E2-4727545AF811,PchReset
A6AEF1F6-F25A-4082-AF39-2229BCF5A6E1,AmtStatusCodePei
0D1ED2F7-E92B-4562-92DD-5C82EC917EAE,CRBPei
0D1ED2F7-E92B-4562-92DD-5C82EC917EFF,OEMPei
29CF55F8-B675-4F5D-8F2F-B87A3ECFD063,CsmVideo
C1C418F9-591D-461C-82A2-B9CD96DFEA86,LegacyInterrupt
76A7B4FC-C8D5-462D-A4D2-6E88338A772A,PlatformCpuPolicy
B4E0CDFC-30CD-4B29-A445-B0AA95A532E4,SmmAccessPei
3E4817FD-2742-4351-B59F-91493280329C,AlertStandardFormatPeim
961578FE-B6B7-44C3-AF35-6BC705CD2B1F,Fat
0D8039FF-49E9-4CC9-A806-BB7C31B0BCB0,AmiTpm20PlatformPei
